web-scraper-order,web-scraper-start-url,ReviewLink,ReviewLink-href,Pagination,Title,ReviewText,UserID,Date
"1738806769-1","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Bad formula","Love the color but this thing broke within the first week and I didn’t even drop it. All I did was set it down on my table while I was blending and it broke on the spot. Very sad formula unfortunately and also hard to work with as it doesn’t blend out too good without very careful technique and carefulness","SalmaElnady","2 h ago"
"1738806769-2","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","Pros: very pigmented, love the color
Cons: so much fallout! Color goes on too strong even after tapping my brush. I looked like a clown and have to dab a lot off with a napkin.","carleebird","18 h ago"
"1738806769-3","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","The best","I love using it very much. I have fair skin and it suits my face perfectly. I don't need to use highlighter.","","1 d ago"
"1738806769-4","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","I love this blush!!!! it’s so cut and works well on my skin, the product can break when you open it but i’ve been really careful and it hasn’t broken yet!! it is kinda sparky though but i still love it so much!!","Abigail2025","2 d ago"
"1738806769-5","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Intense Colour","This is the most intense blush I have ever used. One single tap of colour and then tapping/blowing excess off is more than enough. I was shocked at the colour intensity. It’ll last forever at least lol. This colour wears pink with definitely peach tones on my pale skin.","Samwalita","3 d ago"
"1738806769-6","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","It broke without dropping","Had this product for maybe a a month and a half and it always stayed in my makeup bag until one day I tried using it as a mirror but it was broken :( it was unexpected for me because I couldn't figure out what could've caused it to break. Bought it in store

It was a great product, very pigmented and super pretty shade. Shiny finish. A little goes a long way","KJCB","3 d ago"
"1738806769-7","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Much to fragile!","The actual product is lovely. The issue is how easily it breaks! I have had THREE of these blushes break; one in shipping and two during everyday use.  Sephora would not replace the two broken outside of the shipping process and suggested I contact Rare Beauty. Rare Beauty referred me back to Sephora.  I do not recommend this product due to how fragile it is.","Lorisnn","3 d ago"
"1738806769-8","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","breaks so easily","nice color but breaks sooo easily! broke twice now. not worth the price and small amount too. dissapointed","summerlove1222","3 d ago"
"1738806769-9","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Disappointed","It was broken when I received it in the mail so I’m super upset","allie0073","3 d ago"
"1738806769-10","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Just not for me..","This blush is very pigmented, which is not for me, but fortunately, if you love pigmentation, this is the product for you… I must know that this plus is very delicate one time I bent over and half of the product broke and fell out of the pan, which is super disappointing, if you were to buy this product, just be very gentle but other than that, the formula is great and it’s not patchy whatsoever ￼","Leticiaa25","4 d ago"
"1738806769-11","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Breaks very easily","Breaks soo easily! Too bad because it's such a pretty color and has good payoff but the way it's pressed into the compact is horrible and it breaks super easily! Will not be buying again!","SkinLovinNurse","4 d ago"
"1738806769-12","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","I purchased this last year and only got around to using it twice before it broke. Very disappointed.","freyaash","4 d ago"
"1738806769-13","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Looks good, feels good","I love the product, its beautiful! But the colour I chose is too dark for my skin tone. Its very pigmented and a little goes a long ways","Brittsie","5 d ago"
"1738806769-14","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","This is a must in my makeup routine 😍","AMAZING👏!!!! this is a 10 out of 10!!! this is a simmering blush!!! Selena gomez slayed on this product 😍 ✨️ 🙌  it is also very soft","helloPookierat","5 d ago"
"1738806769-15","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","I use this everyday. I’m not using anything else!","I much rather use this product than her liquid blush. I feel that it is a lot prettier. Also adds a highlighter to your cheeks! Which I love! I bought this about a year ago and am just now running out.","terikm","6 d ago"
"1738806769-16","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","Beautiful color but patchy and hard to blend. First product of rare beauty I didn’t like","tinafs","6 d ago"
"1738806769-17","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Purchased from the store BROKEN.","After reading the reviews, I decided to purchase from the store hoping to bypass any possibility from breakage if I had purchased from online.
When I opened it, I was disappointed to find it was already broken. I didn’t even get to use it once! What was worse was that bits of it fell everywhere, ruining my counter tops and sink.","joannafromsa","6 d ago"
"1738806769-18","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Too pricey for the amount of product","Doesn’t last long enough for the price. Decent blush, but lasted maybe a month","grace1686","8 d ago"
"1738806769-19","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Don’t buy.","Breaks after one use. Cheap packaging too. Such cheap formulas from this brand. Everything breaks. Don’t buy.","torontotrish","9 d ago"
"1738806769-20","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Best blush out there.","I’m about to order my third! I love love love this blush, it is has a perfect application, goes on so smooth, and no need for a highlighter as this does the job for both! Such a pretty colour, can’t recommend enough!!","calscreative","9 d ago"
"1738806769-21","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Damaged yet again","This is the second time I have ordered this product and the second time it has arrived a mess. There’s no way this blush has any firmness to it for it to crumble up this much into a powdery mess. Returbibf for a","MsMoShaSha","10 d ago"
"1738806769-22","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Pretty but delicate!","This color is absolutely stunning. I am marking down a star because it breaks very easily. I’ve purchased two and both have ended up breaking. This would not be a good product for travel.  otherwise I enjoy if.otherwise is a","Laurie101","11 d ago"
"1738806769-23","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","I love this it’s so pretty and a must have!Also mine as never broke.","Averie314","11 d ago"
"1738806769-24","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","I loved this blush, it is super pretty and has a great luminosity.","Cla2025","12 d ago"
"1738806769-25","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","This is eating!!!","Very pigmented and shiny! If you buy this product you dont need a highlighter!","Lydilovesephora","13 d ago"
"1738806769-26","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Love!","I love this blush! The colors are great, and the beautiful shimmer is perfect for a formal or everyday routine! ￼","jammers289","13 d ago"
"1738806769-27","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Falls apart","I love the color of this blush but it's so FRAGILE. It will crumble and fall apart immediately. I have it stored in my makeup bag that I leave at home in a drawer! There is no way that it is slammed around or thrown about, but it falls apart insanely quickly. This is the second time this has happened! It's incredibly frustrating.","maguiree","14 d ago"
"1738806769-28","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","This product is amazing so vibrant and colourful I highly recommend it","phoebe2011","14 d ago"
"1738806769-29","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Great!","this is the most beautiful blush I've ever used, it's easy to use, pigmented and high quality!","","15 d ago"
"1738806769-30","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","I wish I can try it! But I’ve ordered this twice and it’s came to me broken both times. Breaks my heart because it looks so pretty !","kingtheresa","15 d ago"
"1738806769-31","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Pigment!!!","Great product, so much pigment. My advice, get a shade lighter than you think you need, with this much pigment you don’t need a dark shade.","cassklass","15 d ago"
"1738806769-32","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Not a repeat buy","I loved the luminous colors of both joy and cheer, however, for me, the packaging was a fail. The lightweight round compact was very slippery compared to a square compact and I dropped the cheer before even being able to use it. It went into powdery pieces and I realized there really wasn't much product in the compact to begin with.
Three stars for the product that was there.","Kathleen619","16 d ago"
"1738806769-33","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","BROKE","Only used once but when I went to use it , it was broken sadly …","Kenzywenzy","16 d ago"
"1738806769-34","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","So Fragile","Broke after a week! Love it so much!!!
 but it’s just soo fragile:(","Leahhaleee","16 d ago"
"1738806769-35","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","Very pigmented! I dunno if I'm crazy but I swear it gets more pigmented throughout the day you will never have to reapply this","tabbyzang3lzzz","16 d ago"
"1738806769-36","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","I do like this product and would recommend it but it is so easily broken and I broke mine the day after I got it","ezs11","17 d ago"
"1738806769-37","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","A must have in my makeup routine!","This is my second time repurchasing! I have never loved a blush so much. I got a Sephora employee to help me find the right shade. I am fair-light skin, blonde hair and green eyes and the shade cheer is perfect!! this blush gives a really beautiful colour and shine to your cheeks.","ireland22","17 d ago"
"1738806769-38","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Wrong color for me","I ordered online, the terracotta was way too orange for my skin Color (fair and blonde) otherwise the blush was easy to apply. I would try another Color of this product.","1982nurse","17 d ago"
"1738806769-39","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Cracked after one use","I loved the sheerness & the fact I could skip a highlighter because this gave color & shine ….. 
The reason for the 2 stars is I used it once put it in my makeup bag & the next time I opened it .. the whole product fell apart … blush all OVER the place …","BRad123","17 d ago"
"1738806769-40","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","Very sparkly but without pigment, it’s just really weird","solcero","17 d ago"
"1738806769-41","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Amazing","The best blush ever amazing and fancy look it gives loved it looks much better in reality than picture","Riham77","19 d ago"
"1738806769-42","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","Beautiful colour but arrived damaged from shipping.","ashleyevo","19 d ago"
"1738806769-43","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Beautiful blush, far too fragile.","Absolutely LOVE this product, but like many others have said, it’s so so quick to break. I had this product for maybe 3 weeks and I set it down on my sink before I went to put it on, and upon opening it, I witnessed my almost $30 blush broken in small crumbs. I’ve never had such a hard time with the packaging of a product before. I would buy this blush in every shape, size, color, etc if it just wasn’t so fragile. I really would recommend this blush but only if you’re willing to keep buying it every time it breaks (it keeps getting finer and finer until it’s unusable)","jadyndittrich","20 d ago"
"1738806769-44","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","I have been using for the past week and it is stunning","nbietz","20 d ago"
"1738806769-45","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Most stunning, like ever","This is the most stunning blush. It gives the most natural, healthy flush to my cheeks. I have a fair/light complexion and the shade Cheer is the perfect mix of cool and warm tones to create that inner glow.","ems0701","21 d ago"
"1738806769-46","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","My sister bought it first and I felt in love with this blush so I decided to buy one for me... use it the first time it was great I look amazing... second time trying to open it up bumm IT WAS BROKENNN I just cried and cried
I try to fix it watching videos but nope I couldn't I just lost my money","kmatri","21 d ago"
"1738806769-47","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Love it, but...","Absolutely love this blush, but it broke when i went traveling and this blush was the only thing in pieces.","Smthbeautiful2","22 d ago"
"1738806769-48","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Beautiful blush. Terrible packaging","This is by far my favorite blush I have ever used which makes it so hard to only give a one star. The blush itself is beautiful, the formulation with the blush and highlighter is really great. However, this is the worst packaging I have ever seen. I bought one blush and within the first month it was shattered. I thought maybe it was by my mistake. I bought a second blush in another color and within a week of it going from my counter to my makeup bag, it was shattered. After reading many reviews and talking to Sephora employees, this seems to be a very common occurrence with this blush. I can no longer wear it because it’s a mess whenever I open it, therefore I rate the blush a 1. It’s such a shame because I have loved everything from Rare Beauty, but I’m not wasting my money on products that fall apart at the slightest touch. If they fix the issue, I’ll buy every shade.","beautyjunkie03","22 d ago"
"1738806769-49","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Broke right away","I love the way this blush looks but i had it for a few weeks before it broke. I’ve seen online that a lot of other poeple have also experienced this. Really disappointing for the price point.","madicig","23 d ago"
"1738806769-50","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","Flimsy container, don't waste your money.","I love the product but the container which it's in is very flimsy. My daughter bought the same one in Hope and dropped it and broke right away. Unusable. Mines dropped 3 months later after I purchased and broke as well. I have been using the dior one and have this for back up. It was like brand new. So dissapointed.","Mscandy11","23 d ago"
"1738806769-51","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","","I really love this product, it’s giving such a nice glow","vanessagprt","24 d ago"
"1738806769-52","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","My go to blush","I absolutely love this blush , I bought it in store. I had been looking for a pink blush w/ a glow effect. I shopped around and other blushes were too shimmery or matted pink. I was hesitant to try Rare Beauty, I thought it would be like others, too shimmery but I love the shade I love how it makes my skin glow. I also get so many compliments on it. Some ladies even ask what blush and shade. My skin is oily and I’m medium tan skin complexion.","Sammitx","24 d ago"
"1738806769-53","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","My favourite powder blush!","I love this blush! The pigment is perfect, the colours are beautiful, and it lasts all day. Layers wonderfully with both liquid & cream blushes. As someone who needs powder products due to oily skin, it’s lovely to have a powder blush that doesn’t make my base so matte.","mylaaaaaaa","24 d ago"
"1738806769-54","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product","2.7K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960?skuId=2748333&icid2=products%20grid:p509960:product#ratings-reviews-container","","I love Happy!","Happy is a beautiful pink! The blush has held up totally great unlike the highlighter, but I do worry about the consistency. This is shimmery without being too much. Looking forward to trying more","ErinBeee","25 d ago"
