FentyMascara,,,,,,,,
web-scraper-order,web-scraper-start-url,ReviewLink,ReviewLink-href,Pagination,Title,Date,UserID,ReviewText
1738781940-113,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Fluffy,2 Jan 2025,KittenswithPupp,"I really like this mascara. I have short, straight lashes and I didn't find this more volumizing than any other mascara. However, I did find that it makes my lashes extremely fluttery and curled and it lasts all day. It's a drier formula with a narrower brush, which makes it very easy to get the mascara all the way down to my lash roots and keep all my lashes separated. I don't believe this is waterproof, but I haven't noticed any smudging and it comes off easily and cleanly with cleansing balm. And a tiny detail, but the tube is a sort of prism, which is great because it doesn't roll away. 

My only con is that it does tend to leave little uneven clumps and bits. A quick pass over with the wand will remove/cover them, but it does take some extra care and patience."
1738781940-114,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,My new favorite mascara,1 Jan 2025,jxharis,"Fenty Beauty’s Hella Thicc Mascara is a game-changer for anyone craving bold, voluminous lashes! The creamy, non-clumping formula glides on effortlessly, coating every lash from root to tip for a full-fan effect. I love how it adds dramatic volume without feeling heavy, making it perfect for both everyday wear and glam looks. The hourglass-shaped brush grabs every lash, even those tiny inner corners, for a lifted, eye-opening finish. Plus, it lasts all day without smudging or flaking. If you’re looking for a mascara that delivers big, bold results, this is it! Highly recommend."
1738781940-115,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Fluffy applicator maker lashes thick.. transfers,1 Jan 2025,MarieDon,I received this product free for review.  It has a very fluffy applicator which I didn’t love.  It did make my lashes appear thicker however I had transfer unit my eyes after only a few hours of wear.
1738781940-116,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,,1 Jan 2025,iaredeema,Loved this mascara! Gives great volume with just a few strokes. May clump a little and give you spider lashes if applied too much but overall great volume if done just right.
1738781940-117,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Lots of volume but heavy,1 Jan 2025,MakaylaKimtae,"This is an okay mascara. Going on there’s pretty much no clumping and the lashes look pretty thicc and lifted. But after about 20 minutes the curl had fallen. Overall this mascara has a very wet formula and could weigh down lashes. As for the wear test, at the end of the day it had flaked A LOT."
1738781940-118,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Very smart,1 Jan 2025,cam5home,"At first I was confused by the shape, but honestly after using it and not having it roll off the counter I’m forever grateful for our girl for thinking through everything. Honestly it’s a good formula too. It looks good and lasted all day so I’m happy."
1738781940-119,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,,1 Jan 2025,ndb15,I felt like the mascara is pretty average. I was really excited to try the product since I’ve tried other Fenty products and have loved them. The mascara left clumps.
1738781940-120,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Doesn’t reflect the name,1 Jan 2025,fabdarlin,This mascara is called Hella Thick and unfortunately it doesn’t feel hella thick at all when you look at the lashes. The lashes look a little bit more than natural but not dramatically thick at all. That being said it’s not a bad mascara and I would still use it. I think the packaging is very unique and cool. The brush is fine I had no issues with it. Overall I just think that if you are gonna claim this as hella thick it needs to live up to that.
1738781940-121,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,It’s alright,1 Jan 2025,MIMIf1991,"I liked this mascara but found it super difficult to remove - even with makeup remover I had a line of darkness under my eyes. I have pretty delicate lashes so I noticed I didn’t reach for the mascara as often as some of my other favorites. That said, it’s definitely lengthening and gives a sort of clumpy look that’s in style these days."
1738781940-122,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,My favorite mascara!!!,31 Dec 2024,Tricascorner,"This mascara really surprised me. Packaging was standard but the product itself was not your run of the mill bottle shape. The wand allows great application and definition, so that each lash is coated. It has a  no clump formula. Hands down my favorite this year!"
1738781940-123,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,perfect thick lashes but smudges & flakes,31 Dec 2024,EllenT47,"Ad, This was gifted from influenster! I wanted to love this. The formula is the perfect balance of wet & dry. It is exactly what it says: hella thicc, and I love that for my thin lashes. I did not have to build more than one coat to get the look I was going for! Unfortunately, on my lower lashes, it smudged and flaked really bad after only an hour of wear and it got worse when I would wear it all day long. That is a deal breaker for me :/"
1738781940-124,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Rihanna has done it again.,30 Dec 2024,Saydanibruh,"This mascara is so incredible! I received it as a sample, and I’m hooked. I’ll be using it regularly. It only takes a single layer, and you’re done in about 60 seconds."
1738781940-125,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Thick and long lashes all day long!,30 Dec 2024,gabrielle0501,"This mascara is amazing. It holds a curl all day, doesn’t clump, has flawless application, doesn’t transfer, and doesn’t have any fallout.  I love how it stays all day long but is easy to remove! The packaging is cute and there’s no overwhelming scent. Will definitely buy in the future! (This product was gifted in exchange for a honest review)"
1738781940-126,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,My new favorite mascara!!,30 Dec 2024,tcshort,"Love, this mascara!! From the packaging to the long lasting affect!! I have used so many mascaras, cheap and expensive and the gently beauty by far is the best mascara I ever used! You only have to use 1 coat and the results are amazing!! They give you volume and fullness!! There really is no negatives!! It's amazing."
1738781940-127,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Long lashes with all day wear,30 Dec 2024,AlexReviews,"This mascara did a great job lengthening my lashes and separating them. No issues with clumping or having the product be too goopy. It wore really nicely throughout the day and didn’t seem to smudge when I rubbed my eyes. Washing it off was fairly easy but there was some residue stuck in my lash line that made it difficult to remove 100% of the product. Overall, I would recommend to someone who is looking for a defining mascara that wants all day wear without using a waterproof product."
1738781940-128,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Voluminous lashes,30 Dec 2024,madi947,Love this mascara. It lasts all day and is easy to apply and remove. My lashes look so long and voluminous. I will definitely be using this mascara going forward.
1738781940-129,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Easy to grip will buy again,30 Dec 2024,mimija09,Packaging is nice and easy to grip with the shape. The application is easy with the wand shape but it can come out slightly clumpy if you don’t let it fully dry between coats
1738781940-130,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,"Loved it, would recommend",30 Dec 2024,Vargas1720,"First of all I loved the packaging. Such a slick and nice look. I loved that the mascara was not clumpy at the moment of taking it out of the tube. I wore it during Christmas Eve and we laughed, danced and the mascara made it through. Would recommend!"
1738781940-131,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Lots of Volume,30 Dec 2024,bellaboops,"Love the packaging. Very sleek. The wand is like most other wands but works great. I  love the way my eyelashes get a lot of lift. I usually wear waterproof mascara, but this held up almost just as good. I recieved this product for free in exchange for my honest review"
1738781940-132,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Amazing!,30 Dec 2024,Vinitha,"Amazing mascara! Well priced, clump free with an effective applicator. It lasted all day without smudging. Easy to travel with and gave my eyes an instant lift!"
1738781940-133,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Mascara,29 Dec 2024,Cashale,I received this product for free from Influenster in exchange for my honest review. This mascara is easy to apply to my lashes. Its a product that last all day or night!
1738781940-134,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,,29 Dec 2024,yinlaura,It’s a perfect black! My eyelashes were left with a lot of volume even though I have few and downwards it kept the curve that I did before and after with the eyelash curler. And it is not transferred!
1738781940-135,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Decent,29 Dec 2024,cdbrenneman,"This a decent mascara. Was it mind blowing? No, but it does a good job. I love the component, the wand isn't my favorite. I usually prefer slightly larger bristles. I haven't noticed any flaking or transferring, which is nice for a non-waterproof mascara. It did become slightly clumpy sometimes, but that was user error. Overall, I like it."
1738781940-136,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,AMAZING,29 Dec 2024,LittleBabyBruce,"This mascara is EVERYTHING! It doesn’t flake, doesn’t smudge, is a great shade of black, and lasted through my 12 hour workday without missing a beat. My lashes are VOLUMIZED and so long! I will never buy another mascara again. I can’t believe how great of a job this"
1738781940-137,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Thicc & Vuluptuous,29 Dec 2024,jhkamin,"The mascara delivers in terms of volume and thickness. It builds nicely when layered, however it is a little on the clumpy side when too many coats are added. That was the only factor that I disliked about this mascara.
I received this product for free in exchange for my review."
1738781940-138,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,,29 Dec 2024,Mishama,"I love the packaging, it’s sleek and black. I’m not a huge fan of the kind of brush it has but overall it worked well and my lashes looked great."
1738781940-139,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Not having this again,29 Dec 2024,Maethe,After using this product for about a week I came to the conclusion that is not a good product. When you apply it looks really good but after a couple hours the mascara starts smearing and letting my eyes all with a dark shade under. Hard to remove as well. Weird. Not good quality.
1738781940-140,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,"Long, thick looking lashes",29 Dec 2024,sweetartlette,"Fenty Hella Thicc Volumizing Mascara is a very nice mascara. Long, thick looking lashes in one easy step in a pretty package. Definitely recommend."
1738781940-141,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Good volume but can look clumpy,28 Dec 2024,olgakov,"This mascara does give a beautiful, dramatic volume to eyelashes even with one coat. The faceted packaging looks cool and the wand is pretty convenient to apply. It has no noticeable scent and I also like that it is easy to wash off
However, it has drawbacks too:
🔻I have to be very careful applying it, because it can easily start looking clumpy - I like when lashes look more separated and neat
🔻sometimes I get smudging under eyes by the end of the day"
1738781940-142,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Not Happy,28 Dec 2024,yarrr,"I did not like the mascara. It has a smell to it. It has a chemical/alcohol smell. It does make your lashes long and thick. When I applied it, it gave my lashes length and the thickness came from how clumpy it makes your lashes. I tried giving it a few passes but it got worse. I'm used to giving my lashes a few passes if they look clumpy and the wand removes the clumps. Not this mascara. The wand is pretty standard. Not worth it."
1738781940-143,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Nice mascara,28 Dec 2024,tnt2412,"This mascara really lengthened my lashes and looked great throughout the day. I applied two coats after curling my lashes and saw such a large difference in their appearance. However, this mascara smudged on me. I have combination/oily skin and within an hour, the mascara had transferred to the bottom of my lash line."
1738781940-144,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Hella thicc says it all!,28 Dec 2024,Elinapan,"I really like this mascara. I was skeptical at first because of the name, but after using for over a month I think it’s pretty nice. First of all, the packaging is amazing and it looks very luxurious. Because of the thickness of the formula, it coats your lashes quickly and you don’t need many coats which adds up to the value. If you do multiple coats, it might end up looking really clumpy. It lengthens your lashes and gives your eyes a dramatic look."
1738781940-145,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,A great mascara,28 Dec 2024,Brandywine1977,"I received this mascara from Influenster and Fenty Beauty for my honest review. I typically don't like celebrity makeup brands because I feel you're paying for their name rather than quality. But, I am impressed with Fenty Beauty by Rhianna. It comes in a cute tube. I really like the brush. It's perfect! It thickens and lengthens the lashes. I have short and thin lashes and I am very pleased with the results. Not clumpy at all. It stays all day. Comes off cleanly. I would definitely buy this mascara and recommend it to others."
1738781940-146,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Good,28 Dec 2024,gingersnap34,This mascara is pretty good but it seems to transfer really easily. Maybe that’s just me?
1738781940-147,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Love It,28 Dec 2024,maridastari,The mascara lasts all day and doesn’t flake off at all. I hate clumpy lashes and the brush allows me to separate them. This paired with a good eyelash curler will give you some nice lashes!
1738781940-148,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Very volumizing but smudges ,28 Dec 2024,glizzilizzi,"Amazing packaging, amazing applicator just the product itself is a little clumpy gets on my eyelids and under my eyes on my waterline throughout the day and it's very difficult to get off. Other than that, it does exactly what it says it does. My lashes are huge with this mascara "
1738781940-149,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Possible bad batch?,27 Dec 2024,RachelFogletto,To be honest I feel like I got a dried out version of this or something because it was super clumpy and difficult to apply evenly from the first use- I’ve used Fenty products in the past and all were fantastic so I hope it’s just a fluke
1738781940-150,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Thicc lashes with a black cast,27 Dec 2024,TiffanyArlene,"Gorgeous packaging, great applicator, and goes on easy. My only issue is that it smudges after a while and I noticed a slight raccoon eye effect and a light black dusting under my concealer. It did make my lashes look plump and thick, which they are naturally but the mascara made them pop."
1738781940-151,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,,27 Dec 2024,Mnashville,"I had the chance to try Fenty Beauty’s Hella Thicc Mascara after receiving it for free, and it did not disappoint! The packaging is sleek and feels luxe, just like you’d expect from Fenty.

The formula is rich, super black, and definitely lives up to the “hella thicc” name. It instantly added dramatic volume and length to my lashes with just one coat. The wand’s shape is perfect for gripping every lash, even the tiny ones in the corners, without clumping.

One of my favorite features? It stayed put all day—no smudging, even after a long wear test. Yet, when it was time to remove it, it came off easily with micellar water.

If you’re looking for bold, statement lashes with minimal effort, I’d highly recommend giving this a try. It’s become a new staple in my makeup routine!"
1738781940-152,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Hella thicccccc!!!,27 Dec 2024,cmackerbeauty,"Wow! I recently tried Fenty Beauty’s Hella Thicc Mascara and I am totally hooked! This mascara lives up to its name by giving my lashes an insane amount of volume. The formula is super rich and thick, but it doesn’t clump or feel heavy on my lashes. The brush is large and fluffy, which really helps coat each lash from root to tip, adding tons of fullness and drama.

What I love most is that it gives me that “false lash” look without needing falsies. My lashes look thick, full, and bold in just one coat, but it’s also buildable if you want even more impact. It holds the curl all day without flaking or smudging, which is such a relief for me since I have oily skin. The intense black color also really makes my eyes pop."
1738781940-153,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Hella THICC hella WIN,27 Dec 2024,chetmintar,"As always, fenty hits a home run. The packaging is mad sleek, very cool and feels right in your hands. It ain't lying when it says it's thick, might not add much for length but it gives you VOLUME. pair this with a lengthening mascara, and I don't doubt you could skip the falsies. Just for how long this is lasting me 3 weeks in, it's worth the price tag. My phone doesn't even take the best pictures but you can't deny that coverage. Incentivized"
1738781940-154,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Middle of the road mascara,27 Dec 2024,Algenista82,"I was excited to receive this product in exchange for honest feedback. I liked the overall packaging and the brush applicator was small enough to get all of my lashes. With that said, I found that the formula itself was clumpy and flaked on my lashes, I also found that I had to clean off any excess product prior to using because too much mascara was on the brush. Overall at high hopes for the mascara, and I did like how black the pigment was, the brush was able to get all of my lashes, but the formula is clumpy and again it flaked."
1738781940-155,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,amazing mascara !,27 Dec 2024,abbyrosalina,"i love this mascara so much !! it really makes my lashes pop, and it lasts all day !! i highly recommend this mascara to anyone looking for a good mascara !!"
1738781940-156,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Fenty did it again!,27 Dec 2024,IlianaE,This mascara did not disappoint! It left my eyelashes looking fuller and more bold. I love it for a glam or natural look when you want an extra wow. The applicator is amazing. It does a really good job at grabbing the lashes and applying the mascara.
1738781940-157,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,I love the volume this mascara gives my lashes.,27 Dec 2024,Acmflores,"I was one of the lucky ones chosen to receive this Fenty Beauty by Rihanna Fenty Hella Thicc Volumizing Mascara Cuz I’m Black in exchange for my honest review. The first thing I noticed is the tapered brush, it does a great job making sure the mascara goes evenly on every lash. The mascara went on nice and smooth with no lumps. I was surprised by how long and thick my lashes looked after applying the mascara. I was very impressed by the volume it gave my lashes. The mascara didn’t flake or smudge throughout the day which was awesome. Overall a great mascara. I will definitely be adding to my daily beauty routine. I also love the name of the Mascara, very unique. You definitely need to try it!"
1738781940-158,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Will be buying again,27 Dec 2024,Haleighkaye,I was really excited that I got to try this product for free. It gave my lashes great length and volume without them clumping together. I didn’t need to use many coats to have a nice effect. It’s long lasting and doesn’t flake off. I highly recommend.
1738781940-159,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,,26 Dec 2024,giggles438,I was excited to try this product. Loved the packaging and brush but did not like the formula. Little clumpy and would smear when smiling or laughing too much.
1738781940-160,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,Not my favorite,26 Dec 2024,KristinBaca,"I received the Fenty Hella Thicc mascara as a free sample in exchange for my honest review. It's a good mascara, but it's not my favorite. It doesn't give a lot of length. It gives a little bit of volume. It's more of a natural full look, but it can get a little clumpy if you try to build it up too much. I'm not into the chunky look. Not my favorite wand type either. The curl holds decent and it doesn't smudge on me. Easy to take off too. Overall not a go to for me."
1738781940-161,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product,1.2K,https://www.sephora.com/product/fenty-hella-thicc-volumizing-mascara-P505055?skuId=2656130&icid2=products%20grid:p505055:product#ratings-reviews-container,,I would repurchase this!,26 Dec 2024,OhKayFlo,"I received this product for free in exchange for my honest opinion. I really liked this, as some who strictly believes that drugstore mascara does the job, I might be convinced to switch to mid-tier. I really liked how well my lashes were defined, this formula is black-black when I usually do black-brown. It's a bit of a wetter formula than what I'm used to, but it applies very nicely and I liked the final look for it."
