web-scraper-order,web-scraper-start-url,ReviewLink,ReviewLink-href,Pagination,ReviewText,Date,Title,UserID
1738799716-412,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Perfect blush for my fair cool toned skin (looks like I’m cold but in a good way). However, the applicator is annoying and I have to really yank the brush out.",21 d ago,,kmojmo57
1738799716-413,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Absolutely love the perfect liquid blush, so when I received Huda Beauty’s Blush Filter in shade Ube Cream, I was very excited to try it. It’s a fun lavender shade! Blends very well, and it makes my cheekbones POP! I recommend this product!",21 d ago,Cheekbones for days!,DanaRutherford
1738799716-414,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I did not find this as described. It’s very pigmented and even 1 dot of the lilac shade was heavy on my light/med skin tone. Did not blend well and left stain where applied. Tried to lighten with foundation and finally washed it off. The strawberry shade was very dark on me. I gave this a lot of tries and experimentation …… mixed with face cream, then mixed with foundation. I did not find it blendable. There are plenty of other liquid blushes that are superior. I’ll be returning both shades.",21 d ago,NOT FOR ME!,FueBabyMum
1738799716-415,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I absolutely love this shade of the blush filter. Gives you that perfect cold girl makeup look. Blends like a dream. I also use as a lipstick. It just all goes together so well. I’m obsessed with how it blends and lays on the skin. Flawless baby,21 d ago,So pretty,InkedMomma91
1738799716-416,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,Very pigmented but easy to blend. Has a strawberry like scent to it. Stains the cheeks so it lasts a very long time. Has a slight shimmer to it. Packaging is absolutely adorable and unique. I would definitely purchase other shades of this.,21 d ago,Would definitely buy again,kellieanias
1738799716-417,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,This blush is so beautiful! It’s the perfect lilac color! It smells amazing and is so creamy! It is so easy to blend with a brush or your fingers and is super easy to build up for a more vibrant color! This looked great on my fair skin and my daughters tan skin! Definitely recommend this is my new favorite blush!,21 d ago,Perfect Lilac blush,melodrama87
1738799716-418,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"The Huda Beauty Ube Blush Filter is a unique violet-toned blush with a creamy texture that’s incredibly easy to blend. It delivers a soft, natural flush or can be built up for more intensity. The formula feels lightweight on the skin and lasts all day without patchiness. Perfect for anyone looking to add a fun, cool-toned pop of color to their makeup routine!",21 d ago,Amazing,Alyalista
1738799716-419,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,This blush smells so good and is a lilac cool toned pink. It is very blendable and buildable. It does not leave the skin cakey or dry and the hourglass applicator is perfect for getting the right amount of pigment where you want it.,21 d ago,,LittleJG
1738799716-420,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I loved this liquid blush by Huda Beauty. The shade of purple was absolutely gorgeous! This product is definitely buildable so you can add as little or as much as you want. It definitely gives a filter look!,21 d ago,Ube-by,Savvyxoxo123
1738799716-421,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,THE BEST BLUSH! I originally bout it as a little bit of a bronzer but it blends into the prettiest pink colour and stays on all day!!,21 d ago,COCOLOCO,alyhuser55
1738799716-422,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This blush filter is so good. The colors are super super flattering and the blush melts into my skin beautifully. I love how it smells and i love the color payoff, its pigmented and buildable. Love it so much!",21 d ago,Love,victoriawww
1738799716-423,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I really enjoyed this blush! The formula isn’t sticky or tacky and it sits nicely on top of foundation. I was impressed with how it blended out without getting patchy and I’m also a fan of the color! It’s a beautiful buildable lilac that isn’t too much for everyday.,21 d ago,Everyday lilac flush,sephorafan462
1738799716-424,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"It is super pigmenting and easy to work with. I love it for soft makeup or kawai style. It leaves very faint sparkles on the skin with a touch of light. It has a delicious smell of chewing gum, it looks great on different skin tones.",21 d ago,,Ludinmzd
1738799716-425,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I am so in love with this Ube shade. It is so perfect for my skin tone and it blends well.  Very lightweight texture and absorbs nicely.  It's buildable and gives you the most beautiful filtered look.  I'm so impressed with everything about this new launch.,21 d ago,,glowyoungwithme
1738799716-426,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I really like this shade of blush! I have a darker complexion and I apply this for a little soft pop. the wand is a little tricky so you’ll need to pump a few times for the maximum effects. Overall, I love it.",21 d ago,Another Blush added to my collection!,Abbiollie
1738799716-427,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,This blush first of all smells so delicious. I love how versatile the color is and how you can build it up to be a nice purple color or you can just make it very light and natural. It’s very lightweight and it honestly doesn’t feel like you’re wearing anything when you put it on and the pigment is phenomenal.,21 d ago,,slaygirl101
1738799716-428,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,Absolutely in love! A little goes a long way. On my first attempt I put on way too much and I looked like a clown. Tried again with about 3 taps onto my cheek and it looked gorgeous! The color is lighter than I normally pick out but I was pleasantly surprised. It also lasts literally all day. Highly recommend! BEAUTIFUL packaging too!,21 d ago,Absolutely LOVE!!!!!,allielovexoxoxo
1738799716-429,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I am absolutely IN LOVE with the UBE blush filter 😍 it’s stunning by itself, but also layers beautifully with powdered blush! Although it’s an opaque pinky purple, the formula is surprisingly pigmented, but also blends like a dream while still being buildable! This blush REALLY is suitable for all skin tones alike 🥰 undoubtedly a truly inspirational product!",21 d ago,Sooooo in love!,brandycuster92
1738799716-430,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"The formula is lightweight and silky, blending seamlessly into the skin without patchiness. Its buildable pigmentation makes it easy to customize your look, whether you want a subtle flush or a bolder pop of color. It layers well over foundation or bare skin, making it incredibly versatile.",21 d ago,The prettiest shade !,Lolalila
1738799716-431,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I love Huda Beauty’s Blush Filter ube it is a light weight filter blush look with buildable coverage! This formula is long lasting and very pigmented. This is my favorite blush I’ve ever tried! If you haven’t tried this it’s a MUST!,21 d ago,My new favorite blush!,kendrago
1738799716-432,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I was pleasantly surprised by this eccentric color. Its so vibrant and youthful, yet so wearable! I love the applicator, it doesn't pick up too much product because you only need a tiny dab. It leaves the prettiest pop of color and lasts all day! Love it!!",21 d ago,Fun and youthful!,laurelzun
1738799716-433,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I had to rush to review this because it’s that beautiful! I wore this blush without the base makeup, and the color made my complexion look healthy and bright. My only complaint is the applicator.",21 d ago,A beautiful Lilac blush 💜,MaraMoha
1738799716-434,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,Finally got to try the viral Ube Cream blush and its everything i wanted! First of all the smell is delicious like an ube donut. The formula blends out so easily with your fingers or a brush giving a beautiful wash of the lilac color. I use it with the huda cherry blossom setting powder and they compliment eachother so well.,21 d ago,Blush of my lilac dreams,Hannahberhow
1738799716-435,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"The prettiest pink shade that for me a little goes a long way and I can build it depending how much color I want which can vary based on the look I am going for. This is such a great blush, I want to try more shades now!",21 d ago,,wallflower1
1738799716-436,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,Wow this is such a unique blush shade. Very light pink/purple. The product has a nice sweet scent and the blush blends beautifully. I can see this blush being used for a cutie style of makeup. It’s very creamy and pretty!,22 d ago,Very cute,nCaila
1738799716-437,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I’m already a fan of the blush filter from huda beauty and love the pigmentation on them! They show up really well in my flash photos. This ube cream is a unique color & smells so yummy! Really does blur on my skin.,22 d ago,,princessxshell
1738799716-438,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Such a stunning soft lilac pink, adding a beautiful, natural flush to my cheeks. The color is vibrant yet wearable, giving a fresh pop of color that brightens up the face. The blush has a soft, diffused finish that looks almost airbrushed on the skin. It gives that cloud-like, blurred effect that makes your complexion look smooth and pore-less. The formula feels incredibly lightweight and hydrating, without looking cakey. Loved that it smells like cotton candy!",22 d ago,such a colorful and unique shade! great for spring,gabyx3x3
1738799716-439,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Ube is an absolutely stunning lilac pink shade of blush. If you’re looking for a shade to brighten your face this is it. This is my second blush from like line of blushes and I love it. Easy application, seamless blending and long lasting wear.",22 d ago,,Lomoney2
1738799716-440,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This is a stunning shade! Im a medium, olive toned gal and its hard to find a light pink shade that really shows up on my skintone. I love these blushes because its very easy to work with and the color is buildable! About two layers and I have that perfect baby pink look (undertones will change how it shows up for you) but I'm obsessed!",22 d ago,Amazing color!,mna1912
1738799716-441,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I love the Huda Beauty Blush FilterSoft Glow Liquid Blushes. The new Electric Lilac shade is so pretty! It gives such a beautiful pop of color! The purple shade translates so beautifully into the skin and it smells so good!,22 d ago,,Aimeeknowsbest
1738799716-442,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I absolutely love this new blush filter. It gives me the perfect amount of pigment on the face to look stunning and beautiful. This is such a cool product invention and I will definitely be using it every day in my make up routine.,22 d ago,Beautiful pigment!,abbeydrye
1738799716-443,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I already have this exact blush into other shades because I love this and so it was no-brainer when I got this new shade and loved it just as well. I feel like this would work so well on every single skin tone and give that perfect winter girl look if you were looking for that.,22 d ago,,tazzy15
1738799716-444,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I am delighted with this liquid blush and it has very good pigmentation and the brush, I can't say it helps a lot. It is my first time using liquid blush. It is very easy to use. I used it as a lipstick and it looks beautiful too ❤️❤️❤️",22 d ago,,Jenniferrdz20
1738799716-445,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This is the prettiest shade for fair skin! It blends into a subtle light pinkish color, perfect for winter. The applicator helps to get the amount of product you desire and this blends so easily. Another amazing shade from this brand",22 d ago,,heatherjohn83
1738799716-446,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This is such a great color of blush, it brightens up my whole face. It is super pigmented so be careful how much you use! Overall great product/ packaging and I would repurchase in other colors too!!!",22 d ago,Love it!,Golfgirldeanna
1738799716-447,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I love Huda Beauty products and obsessed with their Blush Filter blushes. I picked out the viral ube color and it is one of the best blushes I’ve tried. A little goes a long way. It is such a pretty lilac color.,22 d ago,Love!,faith1257388
1738799716-448,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,My first time trying out Huda beauty and I am so glad I did. This is a high quality and very pigmented blush that lasts hours on my skin. It is super easy to apply - I even use my fingers to distribute over my cheeks. My fiancé loved how I did my makeup when I wore this and he complimented me lots. Definitely recommend even if you are a beginner at doing make up like me!,22 d ago,Nicely pigmented + long lasting!,heatherannexo
1738799716-449,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This Uber blush filter is so pretty. It is a bright lilac, pinkish color. Reminds me of a purple barbie color and something you would wear for a birthday. This dries pretty quickly, and a little bit goes a long way . One dot is enough to start with, and then you can build it up if you need to. Also the smell is yummy!!",22 d ago,So girly and pretty,ecany87
1738799716-450,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,What a fun and beautiful color! Huda Beauty always shines with their Blush Filter liquid blush! I love the pop of color - you can not go wrong with any color you choose and this Ube Cream is a keeper for me! Loving it!,22 d ago,Loving this pop of color!,mammanatty
1738799716-451,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This is a beautiful buildable and blendable blush. At first I was unsure about the color , as it’s lighter pink than I usually reach for but it blended into my skin so well. I really like the formula and packaging",22 d ago,Wow,Laurenauer09
1738799716-452,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I’ve been loving the Huda Beauty Ube Blush Filter! The color is so unique — a soft purple with a radiant finish that gives my cheeks a fresh, dewy look. It blends beautifully and adds the perfect pop of color without being too much. Definitely a new favorite in my makeup routine!",22 d ago,New fav!,isxbellalxpez02
1738799716-453,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Ok wow! I never thought that I could wear purple blush, but this color is so insanely flattering on my medium skin tone. It is kind of like a gel consistency, but when it dries down, it really lasts on the skin and doesn’t break up your foundation. I’ve tried it underneath my foundation and on top, and I prefer doing it over top of the foundation as you really get that extra punch to the color.",22 d ago,Yes! You CAN wear purple blush! : ),glowgetter1986
1738799716-454,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I recently tried the Blush Filter in the shade UBE, and I can confidently say it’s a game-changer for my makeup routine. The electric lilac with subtle hues of pink adds such a unique, fresh pop of color that flatters my skin tone beautifully. What I love most about this blush is its lightweight formula—it truly melts into the skin without looking patchy or cakey. The buildable pigment allows me to go from a soft, natural glow to a bold, high-impact look depending on my mood or occasion. Plus, the finely milled micro-pearls give the perfect soft-focus, airbrushed finish—no filter needed! The peanut-shaped doe-foot applicator makes application super easy and precise. Just three dots blended with my fingertips, and I’m good to go. I also adore the sweet candy scent—it’s such a fun touch!",22 d ago,Absolutely obsessed,bigandhi
1738799716-455,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This blush from Huda beauty is really lightweight liquid blush that has buildable coverage. Depending upon the look you are looking for, you can either just use 1-2 drops or more. It was really easy to apply and blends in fairly easily and gives a nice soft airbrush look.",22 d ago,Very pretty shade,Swati2609
1738799716-456,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,So far this has been my favorite release from this brand this year. All of the colors are very versatile and beautiful. They blend so well with any foundation or if you just wanted to put it on your natural skin.,22 d ago,I’m in love 😍,herbrowneyes
1738799716-457,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,Cream blush is becoming a new trend and Huda beauty knows how to stay the best in the game. This glides on so smooth and is such a gorgeous color. It blends extremely easily and has buildable color so you don’t have to worry about looking crazy the first time you put it on. I love it!,22 d ago,,kittykate707
1738799716-458,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Absolutely loved it! A little goes a long way, and it lasts all day long. Easy to blend, and it smells so good, like a faint candy smell, not overwhelming at all. Great product!",22 d ago,,EllianaJade
1738799716-459,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I've tried another blush by HUDA beauty as well and this didn't disappoint! Love the color, of course the way it applies and the blurring effect is just the cherry on top Highly recommend you to try her out!
I will say, this will be a hit or miss for some people just because the color is a bit different!",22 d ago,love or hate her,risa777
1738799716-460,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"The UBE Blush Filter is a game-changer! The creamy texture blends seamlessly, giving a natural, radiant flush. The color payoff is stunning, and it lasts all day without fading. Perfect for achieving a soft, airbrushed look!",22 d ago,Must have,makeupbyrafiaa
1738799716-461,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Wow!! I’m so obsessed with this blush, it’s gorgeous. Not just that it smells good and has a little bit of sparkle. I like the pigment and it blends so well! The color is so pretty and suits my skintone. I definitely recommend this new drop from Huda Beauty!💖",22 d ago,It’s such a gorgeous shade!,courtneyeliz101
1738799716-462,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"So I'm going to be honest: when I first saw Huda Beauty's Blush Filter in Ube Cream on multiple videos, i was extremely nervous, only because of the bright color. The first time i tried it, it looked almost non existent on my skin. I had put five small dots on my cheeks to ensure i didn't put too much on. As soon as I started to blend it, the color went away and I was disappointed. The next time I tried it,  i just smudged it on my cheeks and it was too much. But when I added 10 dots on each cheek, the color looked absolutely gorgeous on my skin, the pigment is absolutely stunning! 

The packaging is correct when it mentions it is a buildable formula. It has a peanut shaped applicator, and melts on your skin. 

Don't get me started on the smell of the blush. ""Ube Cream"" smells of a delicious pastry, such as a luscious cake. It smells so good, I want to eat it! 

Overall, it's such a beautiful blush color that wonderfully compliments my skin. Can't wait to try it with the Easy Bake Baking and Setting powder!",22 d ago,Absolutely gorgeous,khollywood11
1738799716-463,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I loved this blush so much! It made my skin look like a porcelain doll. The purple and pink really gives a playful feel to my make up. Stays really well and spreads so easily. This product was a gift.,22 d ago,So pretty!!,stephanie777777
1738799716-464,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"PROS: Smells like cotton candy and the lilac ube color is flattering without too much white base. Flattering on many different skin tones.
CONS: Hardly an product inside this component and the formula is oddly drying/patchy. It feels like air is going to dry out this blush by the way the packaging is designed.",22 d ago,MID,misslola
